index,date,text,followers,polarity,sentiment_confidence
0,2/24/2018 21:58,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',1012,0.5,0.5
1,2/24/2018 21:58,b'AT&amp;T names first three cities to get its ultra-fast 5G network - CNN Money https://t.co/sgDJ9Kw0JI',3488,0.25,0.333333333
2,2/24/2018 21:58,"b'RT @DomiNateFF: We had so much fun recording the latest @FantasyTiltPod, we did it twice! \xf0\x9f\x99\x84\n\nIn this episode you\xe2\x80\x99ll learn that you don\xe2\x80\x99t ne\xe2\x80\xa6'",400,0.4625,0.55
3,2/24/2018 21:58,"b'RT @tim_cook: Remembering Steve, our friend and leader, on his 63rd birthday: ""The thing that bound us together at Apple was the ability to\xe2\x80\xa6'",45,0,0
4,2/24/2018 21:58,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',411,0.5,0.5
5,2/24/2018 21:58,b'RT @shannoncoulter: Here are the email addresses of PR teams of companies still distributing the NRATV app. Amazon: amazon-pr@amazon.com Ap\xe2\x80\xa6',155,0,0
6,2/24/2018 21:58,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',771,0.5,0.5
7,2/24/2018 21:58,"b""RT @mickjenkins: don't worry.. i got y'all spotify and apple music drones soon. but its on soundcloud rn. tough cookies fam.\n\nhttps://t.co/\xe2\x80\xa6""",591,-0.388888889,0.833333333
8,2/24/2018 21:58,"b""Apple's spaceship HQ - made in '60s San Francisco? - Urban Landscapes - John King https://t.co/QJ11qnIndx""",2380,0,0
9,2/24/2018 21:58,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',4102,0.5,0.5
10,2/24/2018 21:58,b'NowPlaying Go On Air Pure Trance ADE - Giuseppe Ottaviani https://t.co/P9OZSjDv1b #EDM  https://t.co/YrvMLf3f8z 15:05',4285,0.214285714,0.5
11,2/24/2018 21:58,"b'RT @PHIXOVotingTeam: Our EXOLS\n\nif you dont have streaming passes, you can also stream on spotify and apple music it will help a lot \xe2\x9d\xa4\n\n@we\xe2\x80\xa6'",170,0,0
12,2/24/2018 21:58,"b""RT @revengepsycho: @morningpassages @weareoneEXO I can proudly say that I'm among those helping with Genie! I now have only 26 songs left t\xe2\x80\xa6""",10,0.333333333,0.666666667
13,2/24/2018 21:58,b'For real fruity fun in your hand try this app from #Reflex Gaming! https://t.co/JR0e7huntb https://t.co/XvZBbmb6ks',2,0.2875,0.25
14,2/24/2018 21:58,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',315,0.5,0.5
15,2/24/2018 21:58,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',51,0.5,0.5
16,2/24/2018 21:58,b'RT @ThinkingCAPpod: .@staceyabrams stopped by to chat with @ThinkingCAPpod. Hear her on our special @PowerRising18 episode of the podcast u\xe2\x80\xa6',297,0.357142857,0.571428571
17,2/24/2018 21:58,b'RT @ValaAfshar: You know how many committees we have at Apple? Zero. We are organized like a startup.\n\n\xe2\x80\x94Steve Jobs (born 63 years ago today\xe2\x80\xa6',146,0.5,0.5
18,2/24/2018 21:58,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',398,0.5,0.5
19,2/24/2018 21:58,"b'RT @harshlightnews: \xe2\x80\x9cVicar of Dibley\xe2\x80\x9d actress Emma Chambers has died, aged 53 - via @harshlightnews Editor-in-Chief @ShainEThomas  https://\xe2\x80\xa6'",7300,-0.1,0.4
20,2/24/2018 21:58,"b'RT @tim_cook: Remembering Steve, our friend and leader, on his 63rd birthday: ""The thing that bound us together at Apple was the ability to\xe2\x80\xa6'",75,0,0
21,2/24/2018 21:58,"b'RT @tim_cook: Remembering Steve, our friend and leader, on his 63rd birthday: ""The thing that bound us together at Apple was the ability to\xe2\x80\xa6'",47,0,0
22,2/24/2018 21:58,b'RT @peeper_app: [Peeper x Billboard Korea] \nDaily Group Winner and rankings of February 24th\n1st. #BTS\n2nd. #EXO\n3rd. #NUEST\n4th. #GOT7\n5th\xe2\x80\xa6',820,-0.75,1
23,2/24/2018 21:58,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',277,0.5,0.5
24,2/24/2018 21:58,b'Get the ReTweets you deserve and do it it all for #FREE #Ian1 #irtag #asmsg #apple #Ibooks #kobo #spub #new #tool f\xe2\x80\xa6 https://t.co/HSjw9QNWB6',1630,0.268181818,0.627272727
25,2/24/2018 21:58,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',750,0.5,0.5
26,2/24/2018 21:58,"b""RT @TVismeuc: Italian Town 'Taken Over' By Nigerian Migrant Gangs selling Drugs &amp; Prostitution- this Transition to a lawless community is a\xe2\x80\xa6""",4072,0,0
